gut_id,title,authors,languages,downloads,subjects,gutenberg_epub_url
1504,The Comedy of Errors,"Shakespeare, William",en,477,Brothers -- Drama; Comedy plays; Greece -- Drama; Mistaken identity -- Drama; Shipwreck victims -- Drama; Twins -- Drama,https://www.gutenberg.org/ebooks/1504.epub3.images
2005,Piccadilly Jim,"Wodehouse, P. G. (Pelham Grenville)",en,477,"Humorous stories; Piccadilly (London, England) -- Fiction",https://www.gutenberg.org/ebooks/2005.epub3.images
22612,"Punch, or the London Charivari, Vol. 150, January 26, 1916",Various,en,477,English wit and humor -- Periodicals,https://www.gutenberg.org/ebooks/22612.epub3.images
26413,"Selections from Early Middle English, 1130-1250. Part 1: Texts",Unknown,en,477,"English literature -- Middle English, 1100-1500",https://www.gutenberg.org/ebooks/26413.epub3.images
45424,"Taking the Bastile; Or, Pitou the Peasant: A Historical Story of the Great French Revolution","Dumas, Alexandre",en,477,"Bastille -- Fiction; France -- History -- Revolution, 1789-1799 -- Fiction",https://www.gutenberg.org/ebooks/45424.epub3.images
45920,Very woman (Sixtine) : $b a cerebral novel,"Gourmont, Remy de",en,477,French fiction -- Translations into English,https://www.gutenberg.org/ebooks/45920.epub3.images
51708,Tolstoi for the young: Select tales from Tolstoi,"Tolstoy, Leo, graf",en,477,Children's stories,https://www.gutenberg.org/ebooks/51708.epub3.images
9500,Farm Ballads,"Carleton, Will",en,476,Farm life -- Poetry,https://www.gutenberg.org/ebooks/9500.epub3.images
21957,"The Psychology of Singing: A Rational Method of Voice Culture Based on a Scientific Analysis of All Systems, Ancient and Modern","Taylor, David C. (David Clark)",en,476,Singing; Voice culture,https://www.gutenberg.org/ebooks/21957.epub3.images
25973,Birds of the Rockies,"Keyser, Leander S. (Leander Sylvester)",en,476,Birds; Birds -- Colorado,https://www.gutenberg.org/ebooks/25973.epub3.images
25989,A Beautiful Alien,"Magruder, Julia",en,476,Man-woman relationships -- Fiction,https://www.gutenberg.org/ebooks/25989.epub3.images
30362,Paul Gerhardt's Spiritual Songs: Translated by John Kelly,"Gerhardt, Paul",en,476,"Hymns, English; Hymns, German -- Translations into English",https://www.gutenberg.org/ebooks/30362.epub3.images
4666,Letters from an American Farmer,"St. John de Crèvecoeur, J. Hector",en,475,"Nantucket (Mass.); St. John de Crèvecoeur, J. Hector, 1735-1813; United States -- Description and travel -- Early works to 1800; United States -- Social life and customs -- 1775-1783",https://www.gutenberg.org/ebooks/4666.epub3.images
15099,The Hoosier Schoolmaster: A Story of Backwoods Life in Indiana,"Eggleston, Edward",en,475,Country homes -- Fiction; Indiana -- Fiction; Teachers -- Fiction,https://www.gutenberg.org/ebooks/15099.epub3.images
29307,"North American Medical and Surgical Journal, Vol. 2, No. 3, July, 1826",Various,en,475,Medicine -- Periodicals,https://www.gutenberg.org/ebooks/29307.epub3.images
43943,"A Comprehensive Guide-Book to Natural, Hygienic and Humane Diet","Beard, Sidney Hartnoll",en,475,Cooking; Diet; Vegetarian cooking; Vegetarianism,https://www.gutenberg.org/ebooks/43943.epub3.images
66192,The Myth of the Birth of the Hero: A psychological interpretation of mythology,"Rank, Otto",en,475,"Heroes; Mythology -- Psychological aspects; Psychology, Pathological",https://www.gutenberg.org/ebooks/66192.epub3.images
1530,Measure for Measure,"Shakespeare, William",en,474,Chastity -- Drama; Comedy plays; Siblings -- Drama; Vienna (Austria) -- Drama,https://www.gutenberg.org/ebooks/1530.epub3.images
21902,"The Atlantic Monthly, Volume 17, No. 103, May, 1866: A Magazine of Literature, Science, Art, and Politics",Various,en,474,American periodicals,https://www.gutenberg.org/ebooks/21902.epub3.images
29071,Chit-Chat; Nirvana; The Searchlight,"Holt, Mathew Joseph",en,474,Fiction,https://www.gutenberg.org/ebooks/29071.epub3.images
32158,Rural Wealth and Welfare: Economic Principles Illustrated and Applied in Farm Life,"Fairchild, Geo. T. (George Thompson)",en,474,Agriculture -- Economic aspects; Economics,https://www.gutenberg.org/ebooks/32158.epub3.images
3581,Essays of Michel de Montaigne — Volume 01,"Montaigne, Michel de",en,473,French essays -- Translations into English,https://www.gutenberg.org/ebooks/3581.epub3.images
6787,The Death of Wallenstein,"Schiller, Friedrich",en,473,"Wallenstein, Albrecht Wenzel Eusebius von, Herzog von Friedland, 1583-1634 -- Drama",https://www.gutenberg.org/ebooks/6787.epub3.images
24815,Translations of German Poetry in American Magazines 1741-1810,"Davis, Edward Ziegler",en,473,American periodicals -- Bibliography; German poetry -- Translations into English,https://www.gutenberg.org/ebooks/24815.epub3.images
36869,The Real Man,"Lynde, Francis",en,473,Fiction; Western stories,https://www.gutenberg.org/ebooks/36869.epub3.images
50330,The Substance of Faith Allied with Science (6th Ed.): A Catechism for Parents and Teachers,"Lodge, Oliver, Sir",en,473,Religion and science,https://www.gutenberg.org/ebooks/50330.epub3.images
63878,Home-made Electrical Apparatus,"Morgan, Alfred Powell",en,473,Electric apparatus and appliances -- Amateurs' manuals,https://www.gutenberg.org/ebooks/63878.epub3.images
67858,"Aristotle's works:: Containing the Master-piece, Directions for Midwives, and Counsel and Advice to Child-bearing Women with Various Useful Remedies","Aristotle, pseud.",en,473,"Gynecology -- Early works to 1800; Human reproduction -- Early works to 1800; Medicine, Popular -- Early works to 1800; Obstetrics -- Early works to 1800",https://www.gutenberg.org/ebooks/67858.epub3.images
861,The Dominion of the Air: The Story of Aerial Navigation,"Bacon, John M. (John Mackenzie)",en,472,Aeronautics -- History; Balloons,https://www.gutenberg.org/ebooks/861.epub3.images
2553,Jeanne D'Arc: Her Life And Death,"Oliphant, Mrs. (Margaret)",en,472,"France -- History; Joan, of Arc, Saint, 1412-1431",https://www.gutenberg.org/ebooks/2553.epub3.images
2754,The Countess of Saint Geran: Celebrated Crimes,"Dumas, Alexandre",en,472,Crime,https://www.gutenberg.org/ebooks/2754.epub3.images
30847,"Compound Words: A Study of the Principles of Compounding, the Components of Compounds, and the Use of the Hyphen","Hamilton, Frederick W. (Frederick William)",en,472,English language -- Compound words,https://www.gutenberg.org/ebooks/30847.epub3.images
40133,"Sister Anne (Novels of Paul de Kock, Volume X)","Kock, Paul de",en,472,French fiction -- Translations into English,https://www.gutenberg.org/ebooks/40133.epub3.images
47999,Natural Gemstones,Geological Survey (U.S.),en,472,Gems -- United States; Precious stones -- Collection and preservation -- United States; Precious stones -- United States,https://www.gutenberg.org/ebooks/47999.epub3.images
71898,Sexual ethics,"Forel, Auguste",en,472,Sexual ethics,https://www.gutenberg.org/ebooks/71898.epub3.images
16052,The Brownies and Other Tales,"Ewing, Juliana Horatia",en,471,Animal welfare -- Juvenile fiction; Children's stories; Christian life -- Juvenile fiction; Christmas stories; Conduct of life -- Juvenile fiction,https://www.gutenberg.org/ebooks/16052.epub3.images
27384,The regent's daughter,"Dumas, Alexandre, Maquet, Auguste",en,471,"France -- History -- Regency, 1715-1723 -- Fiction; Orléans, Philippe, duc d', 1674-1723 -- Fiction",https://www.gutenberg.org/ebooks/27384.epub3.images
51182,"History of Greece, Volume 09 (of 12)","Grote, George",en,471,Greece -- History,https://www.gutenberg.org/ebooks/51182.epub3.images
66225,"Icarus : $b or, The future of science","Russell, Bertrand",en,471,Civilization; Science; Science and state,https://www.gutenberg.org/ebooks/66225.epub3.images
2196,An Iceland Fisherman,"Loti, Pierre",en,470,Fishers -- Fiction; Iceland -- Fiction,https://www.gutenberg.org/ebooks/2196.epub3.images
6864,Average Jones,"Adams, Samuel Hopkins",en,470,Detective and mystery stories; Fiction,https://www.gutenberg.org/ebooks/6864.epub3.images
22375,"The Atlantic Monthly, Volume 17, No. 104, June, 1866: A Magazine of Literature, Science, Art, and Politics",Various,en,470,American periodicals,https://www.gutenberg.org/ebooks/22375.epub3.images
57668,"The Secret of Life, Death and Immortality: A startling proposition, with a chapter devoted to mental therapeutics and instructions for self healing","Fleetwood, Henry",en,470,Death; Immortality; Life,https://www.gutenberg.org/ebooks/57668.epub3.images
60512,A Hand-book of Precious Stones,"Rothschild, Meyer D.",en,470,Precious stones,https://www.gutenberg.org/ebooks/60512.epub3.images
65170,Antonia,"Sand, George",en,470,French fiction -- Translations into English,https://www.gutenberg.org/ebooks/65170.epub3.images
10453,A Practical Physiology: A Text-Book for Higher Schools,"Blaisdell, Albert F. (Albert Franklin)",en,469,Human physiology; Physiology,https://www.gutenberg.org/ebooks/10453.epub3.images
20919,The Status Civilization,"Sheckley, Robert",en,469,Science fiction,https://www.gutenberg.org/ebooks/20919.epub3.images
28760,The Works of John Galsworthy: An Index of the Project Gutenberg Works of Galsworthy,"Galsworthy, John",en,469,Indexes,https://www.gutenberg.org/ebooks/28760.epub3.images
42865,English Conferences of Ernest Renan: Rome and Christianity. Marcus Aurelius,"Renan, Ernest",en,469,"Catholic Church; Church history -- Primitive and early church, ca. 30-600; Marcus Aurelius, Emperor of Rome, 121-180",https://www.gutenberg.org/ebooks/42865.epub3.images
51293,The Law and Medical Men,"Rogers, R. Vashon (Robert Vashon)",en,469,Medical laws and legislation,https://www.gutenberg.org/ebooks/51293.epub3.images
62333,"The Norwich Directory; or, Gentlemen and Tradesmen's Assistant [1783]","Chase, William, active 1781-1788",en,469,Norwich (England) -- Directories; Norwich (England) -- History,https://www.gutenberg.org/ebooks/62333.epub3.images
67111,The sacred tree : $b Being the second part of 'The tale of Genji',Murasaki Shikibu,en,469,Aristocracy (Social class) -- Japan -- Fiction; Hikaru Genji (Fictitious character) -- Fiction; Japan -- Court and courtiers -- Fiction; Japan -- Social life and customs -- To 1600 -- Fiction; Japanese fiction -- To 1600 -- Translations into English; Man-woman relationships -- Fiction; Princes -- Japan -- Fiction; Psychological fiction; Romance fiction,https://www.gutenberg.org/ebooks/67111.epub3.images
658,The Fall of Troy,"Quintus, Smyrnaeus, active 4th century",en,468,"Epic poetry, Greek -- Translations into English; Trojan War -- Poetry; Troy (Extinct city) -- Poetry",https://www.gutenberg.org/ebooks/658.epub3.images
1673,Lesser Hippias,Unknown,en,468,"Classical literature; Philosophy, Ancient",https://www.gutenberg.org/ebooks/1673.epub3.images
5218,The Satyricon — Volume 01: Introduction,Petronius Arbiter,en,468,"Rome -- Fiction; Satire, Latin -- Translations into English",https://www.gutenberg.org/ebooks/5218.epub3.images
26801,Village Improvements and Farm Villages,"Waring, George E. (George Edwin)",en,468,Civic improvement; Farm life,https://www.gutenberg.org/ebooks/26801.epub3.images
33429,The Philosophy of the Weather. And a Guide to Its Changes,"Butler, T. B. (Thomas Belden)",en,468,Weather; Weather forecasting,https://www.gutenberg.org/ebooks/33429.epub3.images
56159,Auroræ: Their Characters and Spectra,"Capron, J. Rand",en,468,Auroras,https://www.gutenberg.org/ebooks/56159.epub3.images
59004,Burgess Unabridged: A new dictionary of words you have always needed,"Burgess, Gelett",en,468,American wit and humor; English language -- New words -- Humor; Vocabulary -- Humor,https://www.gutenberg.org/ebooks/59004.epub3.images
5637,"Literary and Philosophical Essays: French, German and Italian","Schiller, Friedrich, Lessing, Gotthold Ephraim, Montaigne, Michel de, Kant, Immanuel, Mazzini, Giuseppe, Renan, Ernest, Sainte-Beuve, Charles Augustin",en,467,Essays,https://www.gutenberg.org/ebooks/5637.epub3.images
34868,Hammer and Anvil: A Novel,"Spielhagen, Friedrich",en,467,German fiction -- Translations into English,https://www.gutenberg.org/ebooks/34868.epub3.images
51094,The Spy: The Story of a Superfluous Man,"Gorky, Maksim",en,467,"Russia -- History -- Revolution, 1905-1907 -- Fiction; Russian fiction -- Translations into English; Spy stories",https://www.gutenberg.org/ebooks/51094.epub3.images
56129,"The Book of the Fly: A nature study of the house-fly and its kin, the fly plague and a cure",George Hurlstone Hardy,en,467,Flies; Flies -- Control; Housefly; Housefly -- Control; Insect pests,https://www.gutenberg.org/ebooks/56129.epub3.images
11572,The Man from Brodney's,"McCutcheon, George Barr",en,466,Inheritance and succession -- Fiction; Islands -- Fiction; Love stories; Nobility -- Fiction,https://www.gutenberg.org/ebooks/11572.epub3.images
21960,Blue Bonnet's Ranch Party,"Jacobs, Caroline Elliott Hoogs, Read, Edyth Ellerbeck",en,466,Girls -- Juvenile fiction; Texas -- Juvenile fiction,https://www.gutenberg.org/ebooks/21960.epub3.images
30442,Letters from My Windmill,"Daudet, Alphonse",en,466,France -- Social life and customs -- Fiction,https://www.gutenberg.org/ebooks/30442.epub3.images
33966,"Occurrence of the Garter Snake, Thamnophis sirtalis, in the Great Plains and Rocky Mountains","Fitch, Henry S. (Henry Sheldon), Maslin, T. Paul",en,466,Snakes -- North America,https://www.gutenberg.org/ebooks/33966.epub3.images
46343,The Man with the Black Feather,"Leroux, Gaston",en,466,Industrialists -- Fiction; Reincarnation -- Fiction; Spirit possession -- Fiction,https://www.gutenberg.org/ebooks/46343.epub3.images
75696,The practice of osteopathy,"McConnell, Carl Philip, Teall, Charles Clayton",en,466,Osteopathic medicine,https://www.gutenberg.org/ebooks/75696.epub3.images
75846,"The peasants, [vol. 1] : $b Autumn","Reymont, Władysław Stanisław",en,466,Peasants -- Poland -- Fiction; Polish fiction -- Translations into English,https://www.gutenberg.org/ebooks/75846.epub3.images
28428,Manual of Surgery Volume Second: Extremities—Head—Neck. Sixth Edition.,"Thomson, Alexis, Miles, Alexander",en,465,Surgery,https://www.gutenberg.org/ebooks/28428.epub3.images
60961,"The Book of Shells: Containing the Classes Mollusca, Conchifera, Cirrhipeda, Annulata, and Crustacea",Society for Promoting Christian Knowledge (Great Britain). Committee of General Literature and Education,en,465,Mollusks -- Juvenile literature; Shells -- Juvenile literature,https://www.gutenberg.org/ebooks/60961.epub3.images
67652,Bring the Jubilee,"Moore, Ward",en,465,"Alternative histories (Fiction); Science fiction; Time travel -- Fiction; United States -- History -- Civil War, 1861-1865 -- Fiction",https://www.gutenberg.org/ebooks/67652.epub3.images
9405,The Book of Old English Ballads,"Edwards, George Wharton",en,464,"Ballads, English -- England -- Texts",https://www.gutenberg.org/ebooks/9405.epub3.images
18751,A text-book of assaying : $b for the use of those connected with mines.,"Beringer, C. (Cornelius), Beringer, J. J. (John Jacob)",en,464,Assaying,https://www.gutenberg.org/ebooks/18751.epub3.images
27648,"Buchanan's Journal of Man, August 1887: Volume 1, Number 7",Unknown,en,464,Medicine -- Periodicals; Phrenology -- Periodicals; Science -- Periodicals,https://www.gutenberg.org/ebooks/27648.epub3.images
40227,The love letters of Abelard and Heloise,"Abelard, Peter, Héloïse",en,464,"Abbesses, Christian -- France -- Correspondence; Abelard, Peter, 1079-1142 -- Correspondence; Héloïse, approximately 1095-1163 or 1164 -- Correspondence; Love-letters; Theologians -- France -- Correspondence",https://www.gutenberg.org/ebooks/40227.epub3.images
41201,"The diary of a superfluous man, and other stories","Turgenev, Ivan Sergeevich",en,464,"Russia -- Social life and customs -- Fiction; Turgenev, Ivan Sergeevich, 1818-1883 -- Translations into English",https://www.gutenberg.org/ebooks/41201.epub3.images
49614,"The Collected Works in Verse and Prose of William Butler Yeats, Vol. 7 (of 8): The Secret Rose. Rosa Alchemica. The Tables of the Law. The Adoration of the Magi. John Sherman and Dhoya","Yeats, W. B. (William Butler)",en,464,English literature -- Irish authors,https://www.gutenberg.org/ebooks/49614.epub3.images
50882,Introduction to the Study of Palæontological Botany,"Balfour, John Hutton",en,464,Paleobotany,https://www.gutenberg.org/ebooks/50882.epub3.images
52293,On the various forces of nature and their relations to each other,"Faraday, Michael",en,464,Physics,https://www.gutenberg.org/ebooks/52293.epub3.images
56776,"Practical Hand Book of Gas, Oil and Steam Engines: Stationary, Marine, Traction; Gas Burners, Oil Burners, Etc.; Farm, Traction, Automobile, Locomotive; A simple, practical and comprehensive book on the construction, operation and repair of all kinds of engines. Dealing with the various parts in detail and the various types of engines and also the use of different kinds of fuel.","Rathbun, John B.",en,464,Internal combustion engines; Traction-engines,https://www.gutenberg.org/ebooks/56776.epub3.images
60318,Star-land: Being Talks With Young People About the Wonders of the Heavens,"Ball, Robert S. (Robert Stawell)",en,464,Astronomy -- Juvenile literature; Comets -- Juvenile literature; Cosmology -- Juvenile literature; Meteors -- Juvenile literature; Moon -- Juvenile literature; Planets -- Juvenile literature; Solar system -- Juvenile literature,https://www.gutenberg.org/ebooks/60318.epub3.images
72894,On the mode of communication of cholera,"Snow, John",en,464,Cholera,https://www.gutenberg.org/ebooks/72894.epub3.images
813,"Reminiscences of Tolstoy, by His Son","Tolstoi, Ilia Lvovich, graf",en,463,"Authors, Russian -- 19th century -- Biography; Tolstoy, Leo, graf, 1828-1910",https://www.gutenberg.org/ebooks/813.epub3.images
1950,A Woman of Thirty,"Balzac, Honoré de",en,463,France -- History -- 19th century -- Fiction; France -- Social life and customs -- 19th century -- Fiction; French fiction -- Translations into English; Marriage -- Fiction; Women -- France -- Fiction,https://www.gutenberg.org/ebooks/1950.epub3.images
27758,"Buchanan's Journal of Man, November 1887: Volume 1, Number 10",Unknown,en,463,Medicine -- Periodicals; Phrenology -- Periodicals; Science -- Periodicals,https://www.gutenberg.org/ebooks/27758.epub3.images
33892,"Regina, or the Sins of the Fathers","Sudermann, Hermann",en,463,Fiction,https://www.gutenberg.org/ebooks/33892.epub3.images
38440,"A Distributional Study of the Amphibians of the Isthmus of Tehuantepec, México","Duellman, William Edward",en,463,"Amphibians -- Mexico -- Tehuantepec, Isthmus of; Animal ecology",https://www.gutenberg.org/ebooks/38440.epub3.images
65665,My household of pets,"Gautier, Théophile",en,463,Domestic animals,https://www.gutenberg.org/ebooks/65665.epub3.images
72647,"Renaissance literary theory and practice : $b Classicism in the rhetoric and poetic of Italy, France, and England 1400-1600","Baldwin, Charles Sears",en,463,"Comparative literature -- Classical and modern; Comparative literature -- Modern and classical; Literature, Modern -- 15th and 16th centuries -- History and criticism; Poetics -- History -- 16th century; Poetics -- History -- To 1500; Rhetoric, Medieval",https://www.gutenberg.org/ebooks/72647.epub3.images
1456,An Episode under the Terror,"Balzac, Honoré de",en,462,French fiction -- Translations into English; Historical fiction,https://www.gutenberg.org/ebooks/1456.epub3.images
1716,"The Copy-Cat, and Other Stories","Freeman, Mary Eleanor Wilkins",en,462,New England -- Social life and customs -- Fiction; Short stories,https://www.gutenberg.org/ebooks/1716.epub3.images
15365,"A Psychiatric Milestone: Bloomingdale Hospital Centenary, 1821-1921",Unknown,en,462,Bloomingdale Asylum for the Insane; Mental illness,https://www.gutenberg.org/ebooks/15365.epub3.images
26215,The Little Colonel's Christmas Vacation,"Johnston, Annie F. (Annie Fellows)",en,462,Boarding schools -- Juvenile fiction; Christmas -- Juvenile fiction; Girls -- Juvenile fiction,https://www.gutenberg.org/ebooks/26215.epub3.images
31827,Etna: A History of the Mountain and of its Eruptions,"Rodwell, G. F. (George Farrer)",en,462,"Etna, Mount (Italy)",https://www.gutenberg.org/ebooks/31827.epub3.images
51646,"The War Book of the German General Staff: Being ""The Usages of War on Land"" Issued by the Great General Staff of the German Army",Prussia (Germany). Armee. Grosser Generalstab. Kriegsgeschichtliche Abteilung II,en,462,"War (International law); World War, 1914-1918 -- Law and legislation -- Germany",https://www.gutenberg.org/ebooks/51646.epub3.images
1103,King Richard III,"Shakespeare, William",en,461,"Great Britain -- History -- Richard III, 1483-1485 -- Drama; Great Britain -- Kings and rulers -- Drama; Historical drama; Richard III, King of England, 1452-1485 -- Drama; Tragedies (Drama)",https://www.gutenberg.org/ebooks/1103.epub3.images
2708,Colomba,"Mérimée, Prosper",en,461,Corsica (France) -- History -- 19th century -- Fiction; Murder -- Fiction; Revenge -- Fiction; Vendetta -- Fiction,https://www.gutenberg.org/ebooks/2708.epub3.images
20980,"A Survey of Russian Literature, with Selections","Hapgood, Isabel Florence",en,461,Russian literature -- History and criticism,https://www.gutenberg.org/ebooks/20980.epub3.images
21868,French and Oriental Love in a Harem,"Uchard, Mario",en,461,Harems -- Fiction,https://www.gutenberg.org/ebooks/21868.epub3.images
33030,"Chiquita, an American Novel: The Romance of a Ute Chief's Daughter","Tileston, Merrill",en,461,Indian women -- Fiction; Ute Indians -- Fiction,https://www.gutenberg.org/ebooks/33030.epub3.images
47021,The Story of the Solar System,"Chambers, George F. (George Frederick)",en,461,Solar system,https://www.gutenberg.org/ebooks/47021.epub3.images
49609,"The Collected Works in Verse and Prose of William Butler Yeats, Vol. 2 (of 8): The King's Threshold. On Baile's Strand. Deirdre. Shadowy Waters","Yeats, W. B. (William Butler)",en,461,English literature -- Irish authors,https://www.gutenberg.org/ebooks/49609.epub3.images
58235,Beach Rambles in Search of Seaside Pebbles and Crystals: With Some Observations on the Origin of the Diamond and Other Precious Stones,"Francis, John George",en,461,Crystals; Mineralogy; Pebbles; Precious stones; Seashore ecology,https://www.gutenberg.org/ebooks/58235.epub3.images
8445,Look Back on Happiness,"Hamsun, Knut",en,460,Norway -- Fiction,https://www.gutenberg.org/ebooks/8445.epub3.images
15108,Lazarre,"Catherwood, Mary Hartwell",en,460,"Williams, Eleazer, 1787-1858 -- Fiction",https://www.gutenberg.org/ebooks/15108.epub3.images
44527,"Report on the Radiolaria Collected by H.M.S. Challenger During the Years 1873-1876, Plates: Report on the Scientific Results of the Voyage of H.M.S. Challenger During the Years 1873-76, Vol. XVIII","Haeckel, Ernst",en,460,Radiolaria,https://www.gutenberg.org/ebooks/44527.epub3.images
49037,"Health Service Support in a Nuclear, Biological, and Chemical Environment: Tactics, Techniques, and Procedures",United States. Department of the Army,en,460,"Biological warfare -- Health aspects -- Handbooks, manuals, etc.; Chemical warfare -- Health aspects -- Handbooks, manuals, etc.; Decontamination (from gases, chemicals, etc.) -- Handbooks, manuals, etc.; Emergency medical services -- Handbooks, manuals, etc.; Medical emergencies -- Handbooks, manuals, etc.; Nuclear warfare -- Health aspects -- Handbooks, manuals, etc.; Weapons of mass destruction -- Health aspects -- Handbooks, manuals, etc.",https://www.gutenberg.org/ebooks/49037.epub3.images
58810,The Heavens Above: A Popular Handbook of Astronomy,"Rolfe, W. J. (William James), Gillet, J. A. (Joseph Anthony)",en,460,Astronomy,https://www.gutenberg.org/ebooks/58810.epub3.images
59770,The Plays of Roswitha,Hrotsvitha,en,460,"Christian drama, Latin (Medieval and modern) -- Translations into English; Hrotsvitha, approximately 935-approximately 975 -- Translations into English",https://www.gutenberg.org/ebooks/59770.epub3.images
66406,Astronomy and General Physics Considered with Reference to Natural Theology,"Whewell, William",en,460,Astronomy; Cosmic physics; Natural theology,https://www.gutenberg.org/ebooks/66406.epub3.images
2194,Mauprat,"Sand, George",en,459,Women -- France -- Fiction; Women's rights -- Fiction,https://www.gutenberg.org/ebooks/2194.epub3.images
4000,"The Immortals: Masterpieces of Fiction, Crowned by the French Academy — Complete",Various,en,459,French fiction; Literature -- Collections,https://www.gutenberg.org/ebooks/4000.epub3.images
5312,Mother Goose in Prose,"Baum, L. Frank (Lyman Frank)",en,459,Children's stories; Folklore; Nursery rhymes -- Adaptations; Tales,https://www.gutenberg.org/ebooks/5312.epub3.images
6414,Lectures and Essays,"Huxley, Thomas Henry",en,459,Science,https://www.gutenberg.org/ebooks/6414.epub3.images
6520,The Crescent Moon,Unknown,en,459,"Bengali poetry -- Translations into English; Indic poetry -- Translations into English; Tagore, Rabindranath, 1861-1941 -- Translations into English",https://www.gutenberg.org/ebooks/6520.epub3.images
14730,The Redemption of David Corson,"Goss, Charles Frederic",en,459,Society of Friends -- Fiction,https://www.gutenberg.org/ebooks/14730.epub3.images
15097,A Grammar of the English Tongue,"Johnson, Samuel",en,459,English language -- Grammar,https://www.gutenberg.org/ebooks/15097.epub3.images
38246,Heroes of Science: Chemists,"Muir, M. M. Pattison (Matthew Moncrieff Pattison)",en,459,Chemistry -- History; Chemists,https://www.gutenberg.org/ebooks/38246.epub3.images
38507,"The Memoirs of Charles-Lewis, Baron de Pollnitz, Volume III: Being the Observations He Made in His Late Travels from Prussia thro' Germany, Italy, France, Flanders, Holland, England, &C. in Letters to His Friend. Discovering Not Only the Present State of the Chief Cities and Towns; but the Characters of the Principal Persons at the Several Courts.","Pöllnitz, Karl Ludwig, Freiherr von",en,459,Europe -- Description and travel; Saxony (Germany) -- Court and courtiers,https://www.gutenberg.org/ebooks/38507.epub3.images
45287,The A B C of Mining: A Handbook for Prospectors,"Bramble, Charles A.",en,459,Mining engineering; Prospecting,https://www.gutenberg.org/ebooks/45287.epub3.images
5785,A Tramp Abroad — Volume 04,"Twain, Mark",en,458,Americans -- Europe -- Fiction; Europe -- Fiction; Humorous stories; Walking -- Fiction,https://www.gutenberg.org/ebooks/5785.epub3.images
16674,The Pride of Palomar,"Kyne, Peter B. (Peter Bernard)",en,458,Asian Americans -- Fiction; California -- Fiction; Ranch life -- Fiction; Western stories,https://www.gutenberg.org/ebooks/16674.epub3.images
22939,The Gypsies,"Leland, Charles Godfrey",en,458,Romanies,https://www.gutenberg.org/ebooks/22939.epub3.images
44097,"Appletons' Popular Science Monthly, January 1899: Volume LIV, No. 3, January 1899",Various,en,458,Science -- Periodicals; Technology -- Periodicals,https://www.gutenberg.org/ebooks/44097.epub3.images
61342,"A White King in East Africa: The Remarkable Adventures of John Boyes, Trader and Soldier of Fortune, Who Became King of the Savage Wa-Kikuyu","Boyes, John",en,458,"Africa, East; Kikuyu (African people)",https://www.gutenberg.org/ebooks/61342.epub3.images
68577,The mother,"Buck, Pearl S. (Pearl Sydenstricker)",en,458,China -- Fiction; Communism -- Fiction; Women peasants -- Fiction,https://www.gutenberg.org/ebooks/68577.epub3.images
1235,Captain Fracasse,"Gautier, Théophile",en,457,"France -- History -- Louis XIII, 1610-1643 -- Fiction",https://www.gutenberg.org/ebooks/1235.epub3.images
28763,Imaginary Interviews,"Howells, William Dean",en,457,Essays; Fiction; Imaginary conversations,https://www.gutenberg.org/ebooks/28763.epub3.images
30036,"Word Study and English Grammar: A Primer of Information about Words, Their Relations and Their Uses","Hamilton, Frederick W. (Frederick William)",en,457,English language -- Grammar,https://www.gutenberg.org/ebooks/30036.epub3.images
33397,"LRL Accelerators, The 184-Inch Synchrocyclotron",Lawrence Radiation Laboratory,en,457,Cyclotrons; Particle Accelerators,https://www.gutenberg.org/ebooks/33397.epub3.images
44029,"Mind and Body; or, Mental States and Physical Conditions","Atkinson, William Walker",en,457,Mental suggestion,https://www.gutenberg.org/ebooks/44029.epub3.images
62998,Sweet-Clover Seed,"Coe, H. S., Martin, John N. (John Nathan)",en,457,Sweet clover -- Seeds,https://www.gutenberg.org/ebooks/62998.epub3.images
68721,"Earth dams, a study","Bassell, Burr",en,457,Earth dams; Earthwork,https://www.gutenberg.org/ebooks/68721.epub3.images
71356,Le chevalier de Maison-Rouge,"Dumas, Alexandre, Maquet, Auguste",en,457,"France -- History -- Revolution, 1789-1799 -- Fiction; Girondists -- Fiction; Marie Antoinette, Queen, consort of Louis XVI, King of France, 1755-1793 -- Fiction",https://www.gutenberg.org/ebooks/71356.epub3.images
73391,The birds of Jamaica,"Gosse, Philip Henry",en,457,Birds -- Jamaica,https://www.gutenberg.org/ebooks/73391.epub3.images
13402,The Hindu-Yogi Science of Breath,"Atkinson, William Walker",en,456,Respiration -- Religious aspects -- Hinduism; Yoga,https://www.gutenberg.org/ebooks/13402.epub3.images
20818,On the Genesis of Species,"Mivart, St. George Jackson",en,456,Evolution (Biology),https://www.gutenberg.org/ebooks/20818.epub3.images
20842,Dreams,"Bergson, Henri",en,456,Dreams,https://www.gutenberg.org/ebooks/20842.epub3.images
22387,A Tour in Ireland. 1776-1779,"Young, Arthur",en,456,Ireland -- Description and travel,https://www.gutenberg.org/ebooks/22387.epub3.images
30365,In Desert and Wilderness,"Sienkiewicz, Henryk",en,456,Adventure stories; Africa -- Fiction; Bildungsromans; Children -- Fiction; Kidnapping -- Fiction; Sudan -- History -- 1881-1899 -- Fiction; Wilderness survival -- Fiction,https://www.gutenberg.org/ebooks/30365.epub3.images
