domain,gut_id,title,authors,languages,downloads,subjects,preferred_source,preferred_url,gutenberg_epub_url
history_bio,67691,"Pharmacographia: A history of the principal drugs of vegetable origin, met with in Great Britain and British India","Flückiger, Friedrich A. (Friedrich August), Hanbury, Daniel",en,2571,"Botany, Medical; Materia medica, Vegetable; Materia medica, Vegetable -- Great Britain; Materia medica, Vegetable -- India",gutenberg,https://www.gutenberg.org/ebooks/67691.epub3.images,https://www.gutenberg.org/ebooks/67691.epub3.images
history_bio,2074,The Civilisation of the Renaissance in Italy,"Burckhardt, Jacob",en,2560,Italy -- Civilization; Renaissance -- Italy,gutenberg,https://www.gutenberg.org/ebooks/2074.epub3.images,https://www.gutenberg.org/ebooks/2074.epub3.images
history_bio,69473,"The life of Cardinal Mezzofanti: With an introductory memoir of eminent linguists, ancient and modern","Russell, Charles William",en,2507,"Linguists; Mezzofanti, Giuseppe, 1774-1849",gutenberg,https://www.gutenberg.org/ebooks/69473.epub3.images,https://www.gutenberg.org/ebooks/69473.epub3.images
history_bio,22373,Russian Fairy Tales: A Choice Collection of Muscovite Folk-lore,Unknown,en,2489,Folklore -- Russia,gutenberg,https://www.gutenberg.org/ebooks/22373.epub3.images,https://www.gutenberg.org/ebooks/22373.epub3.images
history_bio,62774,The Renaissance of Girls' Education in England: A Record of Fifty Years' Progress,"Zimmern, Alice",en,2481,Women -- Education -- Great Britain,gutenberg,https://www.gutenberg.org/ebooks/62774.epub3.images,https://www.gutenberg.org/ebooks/62774.epub3.images
history_bio,46587,The Russian Opera,"Newmarch, Rosa",en,2404,Opera -- Russia,gutenberg,https://www.gutenberg.org/ebooks/46587.epub3.images,https://www.gutenberg.org/ebooks/46587.epub3.images
history_bio,2988,Mark Twain: A Biography. Complete,"Paine, Albert Bigelow",en,2347,"Authors, American -- 19th century -- Biography; Humorists, American -- 19th century -- Biography; Journalists -- United States -- Biography; Twain, Mark, 1835-1910",gutenberg,https://www.gutenberg.org/ebooks/2988.epub3.images,https://www.gutenberg.org/ebooks/2988.epub3.images
history_bio,39612,The Life of a Conspirator: Being a Biography of Sir Everard Digby by One of His Descendants,"Longueville, Thomas",en,2340,"Digby, Everard, Sir, 1578-1606; Gunpowder Plot, 1605",gutenberg,https://www.gutenberg.org/ebooks/39612.epub3.images,https://www.gutenberg.org/ebooks/39612.epub3.images
history_bio,76717,"The history of fashion in France : $b or, the dress of women from the Gallo-Roman period to the present time","Challamel, Augustin",en,2337,Clothing and dress -- France -- History,gutenberg,https://www.gutenberg.org/ebooks/76717.epub3.images,https://www.gutenberg.org/ebooks/76717.epub3.images
history_bio,20196,Victorian worthies : $b sixteen biographies,"Blore, George Henry",en,2321,"Great Britain -- Biography; Great Britain -- History -- Victoria, 1837-1901 -- Biography; Great Britain -- Intellectual life -- 19th century",gutenberg,https://www.gutenberg.org/ebooks/20196.epub3.images,https://www.gutenberg.org/ebooks/20196.epub3.images
history_bio,44827,Under the Witches' Moon: A Romantic Tale of Mediaeval Rome,"Gallizier, Nathan",en,2302,Rome (Italy) -- History -- 476-1420 -- Fiction,gutenberg,https://www.gutenberg.org/ebooks/44827.epub3.images,https://www.gutenberg.org/ebooks/44827.epub3.images
history_bio,19900,"The Mysteries of All Nations: Rise and Progress of Superstition, Laws Against and Trials of Witches, Ancient and Modern Delusions Together with Strange Customs, Fables, and Tales","Grant, James (Archaeologist)",en,2293,Occultism; Superstition; Trials (Witchcraft),gutenberg,https://www.gutenberg.org/ebooks/19900.epub3.images,https://www.gutenberg.org/ebooks/19900.epub3.images
history_bio,59924,The Arts in the Middle Ages and at the Period of the Renaissance,"Jacob, P. L.",en,2190,"Art, Medieval; Art, Renaissance; Middle Ages",gutenberg,https://www.gutenberg.org/ebooks/59924.epub3.images,https://www.gutenberg.org/ebooks/59924.epub3.images
history_bio,42584,Extinct Monsters: A Popular Account of Some of the Larger Forms of Ancient Animal Life,"Hutchinson, H. N. (Henry Neville)",en,2177,Paleontology,gutenberg,https://www.gutenberg.org/ebooks/42584.epub3.images,https://www.gutenberg.org/ebooks/42584.epub3.images
history_bio,148,The Autobiography of Benjamin Franklin,"Franklin, Benjamin",en,2160,"Franklin, Benjamin, 1706-1790; Statesmen -- United States -- Biography",gutenberg,https://www.gutenberg.org/ebooks/148.epub3.images,https://www.gutenberg.org/ebooks/148.epub3.images
history_bio,62354,"The Pleasures of the Table: An Account of Gastronomy from Ancient Days to Present Times. With a History of Its Literature, Schools, and Most Distinguished Artists; Together With Some Special Recipes, and Views Concerning the Aesthetics of Dinners and Dinner-giving","Ellwanger, George H. (George Herman)",en,2154,Gastronomy,gutenberg,https://www.gutenberg.org/ebooks/62354.epub3.images,https://www.gutenberg.org/ebooks/62354.epub3.images
history_bio,61436,"Ancient legends, Mystic Charms & Superstitions of Ireland: With sketches of the Irish past","Wilde, Lady",en,2120,Folklore -- Ireland; Legends -- Ireland,gutenberg,https://www.gutenberg.org/ebooks/61436.epub3.images,https://www.gutenberg.org/ebooks/61436.epub3.images
history_bio,49403,The Seri Indians. (1898 N 17 / 1895-1896 (pages 1-344*)),"McGee, W J",en,2116,Seri Indians; Seri language; Yuman languages,gutenberg,https://www.gutenberg.org/ebooks/49403.epub3.images,https://www.gutenberg.org/ebooks/49403.epub3.images
history_bio,63840,"The History of Oswestry: Comprising the British, Saxon, Norman, and English eras; the topography of the borough; and its ecclesiastical and civic history; with notices of botany, geology, statistics, angling, and biography: to which are added sketches of the environs","Cathrall, William",en,2114,Natural history -- England -- Shropshire; Oswestry (England) -- History,gutenberg,https://www.gutenberg.org/ebooks/63840.epub3.images,https://www.gutenberg.org/ebooks/63840.epub3.images
history_bio,73559,Military and religious life in the Middle Ages and at the period of the Renaissance,"Jacob, P. L.",en,2095,Europe -- Social life and customs; Manners and customs -- History; Middle Ages; Renaissance,gutenberg,https://www.gutenberg.org/ebooks/73559.epub3.images,https://www.gutenberg.org/ebooks/73559.epub3.images
history_bio,17976,Autobiography of Andrew Carnegie,"Carnegie, Andrew",en,2092,"Carnegie, Andrew, 1835-1919; Industrialists -- United States -- Biography; Philanthropists -- United States -- Biography",gutenberg,https://www.gutenberg.org/ebooks/17976.epub3.images,https://www.gutenberg.org/ebooks/17976.epub3.images
history_bio,847,Lays of Ancient Rome,"Macaulay, Thomas Babington Macaulay, Baron",en,2085,Rome -- History -- Poetry,gutenberg,https://www.gutenberg.org/ebooks/847.epub3.images,https://www.gutenberg.org/ebooks/847.epub3.images
history_bio,43662,Myths and Legends of Ancient Egypt,"Spence, Lewis",en,1989,Egypt -- Antiquities; Egypt -- Religion,gutenberg,https://www.gutenberg.org/ebooks/43662.epub3.images,https://www.gutenberg.org/ebooks/43662.epub3.images
history_bio,32573,History of the Colony and Ancient Dominion of Virginia,"Campbell, Charles",en,1970,"Virginia -- History -- Colonial period, ca. 1600-1775; Virginia -- History -- Revolution, 1775-1783",gutenberg,https://www.gutenberg.org/ebooks/32573.epub3.images,https://www.gutenberg.org/ebooks/32573.epub3.images
history_bio,53360,"The History of the Indian Revolt and of the Expeditions to Persia, China and Japan, 1856-7-8","Dodd, George",en,1957,"China -- History -- Foreign intervention, 1857-1861; Great Britain -- Foreign relations -- Japan; India -- History -- Sepoy Rebellion, 1857-1858; Iran -- History -- War with Great Britain, 1856-1857; Japan -- Foreign relations -- Great Britain",gutenberg,https://www.gutenberg.org/ebooks/53360.epub3.images,https://www.gutenberg.org/ebooks/53360.epub3.images
history_bio,50228,"Illustrations of Shakspeare, and of Ancient Manners:: with Dissertations on the Clowns and Fools of Shakspeare; on a Collection of Popular Tales Entitled Gesta Romanorum; and on the English Morris dance.","Douce, Francis",en,1942,"Clowns -- England -- History -- 16th century; Clowns in literature; Exempla in literature; Fools and jesters -- England -- History -- 16th century; Fools and jesters in literature; Gesta Romanorum; Manners and customs in literature; Morris dance; Shakespeare, William, 1564-1616 -- Characters -- Clowns; Shakespeare, William, 1564-1616 -- Characters -- Fools; Shakespeare, William, 1564-1616 -- Criticism and interpretation; Shakespeare, William, 1564-1616 -- Knowledge -- Manners and customs",gutenberg,https://www.gutenberg.org/ebooks/50228.epub3.images,https://www.gutenberg.org/ebooks/50228.epub3.images
history_bio,10376,American Indian Stories,Zitkala-Sa,en,1924,"Yankton Indians -- Government relations; Yankton Indians -- Social conditions; Yankton women -- Biography; Zitkala-Sa, 1876-1938",gutenberg,https://www.gutenberg.org/ebooks/10376.epub3.images,https://www.gutenberg.org/ebooks/10376.epub3.images
history_bio,2995,Tacitus on Germany,"Tacitus, Cornelius",en,1919,Germanic peoples -- Early works to 1800,gutenberg,https://www.gutenberg.org/ebooks/2995.epub3.images,https://www.gutenberg.org/ebooks/2995.epub3.images
history_bio,39537,Medieval English Nunneries c. 1275 to 1535,"Power, Eileen",en,1887,Convents -- England; Monastic and religious life of women -- History,gutenberg,https://www.gutenberg.org/ebooks/39537.epub3.images,https://www.gutenberg.org/ebooks/39537.epub3.images
history_bio,18290,"Great Indian Chief of the West; Or, Life and Adventures of Black Hawk","Drake, Benjamin",en,1882,"Black Hawk War, 1832; Black Hawk, Sauk chief, 1767-1838; Fox Indians -- History; Keokuk, Sauk chief, 1780?-1848; Sauk Indians -- History",gutenberg,https://www.gutenberg.org/ebooks/18290.epub3.images,https://www.gutenberg.org/ebooks/18290.epub3.images
history_bio,27113,Narrative of a Voyage to India; of a Shipwreck on board the Lady Castlereagh; and a Description of New South Wales,"Cramp, W. B.",en,1880,India -- Description and travel; Lady Castlereagh (Ship); New South Wales -- Description and travel; Voyages and travels,gutenberg,https://www.gutenberg.org/ebooks/27113.epub3.images,https://www.gutenberg.org/ebooks/27113.epub3.images
language_rhetoric_misc,29903,"The sexual question : $b A scientific, psychological, hygienic and sociological study","Forel, Auguste",en,4132,Sex,gutenberg,https://www.gutenberg.org/ebooks/29903.epub3.images,https://www.gutenberg.org/ebooks/29903.epub3.images
language_rhetoric_misc,2397,"The Story of My Life: With her letters (1887-1901) and a supplementary account of her education, including passages from the reports and letters of her teacher, Anne Mansfield Sullivan, by John Albert Macy","Keller, Helen",en,3929,"Deafblind women -- United States -- Biography; Keller, Helen, 1880-1968",gutenberg,https://www.gutenberg.org/ebooks/2397.epub3.images,https://www.gutenberg.org/ebooks/2397.epub3.images
language_rhetoric_misc,42474,"1000 Mythological Characters Briefly Described: Adapted to Private Schools, High Schools and Academies","Ellis, Edward Sylvester",en,3069,Mythology -- Dictionaries,gutenberg,https://www.gutenberg.org/ebooks/42474.epub3.images,https://www.gutenberg.org/ebooks/42474.epub3.images
language_rhetoric_misc,51165,"The Regimental Records of the British Army: A historical résumé chronologically arranged of titles, campaigns, honours, uniforms, facings, badges, nicknames, etc.","Farmer, John Stephen, Farmer, John S.",en,2650,Great Britain. Army -- History,gutenberg,https://www.gutenberg.org/ebooks/51165.epub3.images,https://www.gutenberg.org/ebooks/51165.epub3.images
language_rhetoric_misc,44653,A Latin Grammar for Schools and Colleges,"Lane, George Martin",en,2096,Latin language -- Grammar,gutenberg,https://www.gutenberg.org/ebooks/44653.epub3.images,https://www.gutenberg.org/ebooks/44653.epub3.images
language_rhetoric_misc,31270,"The Writings of Thomas Paine, Complete: With Index to Volumes I - IV","Paine, Thomas",en,1990,Political science,gutenberg,https://www.gutenberg.org/ebooks/31270.epub3.images,https://www.gutenberg.org/ebooks/31270.epub3.images
language_rhetoric_misc,18755,"Summa Theologica, Part II-II (Secunda Secundae): Translated by Fathers of the English Dominican Province","Thomas, Aquinas, Saint",en,1960,"Catholic Church -- Doctrines -- Early works to 1800; God -- Attributes -- Early works to 1800; God -- Omnipresence -- Early works to 1800; Theology, Doctrinal -- Early works to 1800",gutenberg,https://www.gutenberg.org/ebooks/18755.epub3.images,https://www.gutenberg.org/ebooks/18755.epub3.images
language_rhetoric_misc,37478,The Prose Writings of Heinrich Heine,"Heine, Heinrich",en,1953,"Heine, Heinrich, 1797-1856 -- Translations into English",gutenberg,https://www.gutenberg.org/ebooks/37478.epub3.images,https://www.gutenberg.org/ebooks/37478.epub3.images
language_rhetoric_misc,17897,"Summa Theologica, Part I-II (Pars Prima Secundae): From the Complete American Edition","Thomas, Aquinas, Saint",en,1518,"Catholic Church -- Doctrines -- Early works to 1800; God -- Attributes -- Early works to 1800; God -- Omnipresence -- Early works to 1800; Theology, Doctrinal -- Early works to 1800",gutenberg,https://www.gutenberg.org/ebooks/17897.epub3.images,https://www.gutenberg.org/ebooks/17897.epub3.images
language_rhetoric_misc,19950,"Summa Theologica, Part III (Tertia Pars): From the Complete American Edition","Thomas, Aquinas, Saint",en,1270,"Catholic Church -- Doctrines -- Early works to 1800; God -- Attributes -- Early works to 1800; God -- Omnipresence -- Early works to 1800; Theology, Doctrinal -- Early works to 1800",gutenberg,https://www.gutenberg.org/ebooks/19950.epub3.images,https://www.gutenberg.org/ebooks/19950.epub3.images
literature_core,84,"Frankenstein; or, the modern prometheus","Shelley, Mary Wollstonecraft",en,150546,"Frankenstein's monster (Fictitious character) -- Fiction; Frankenstein, Victor (Fictitious character) -- Fiction; Gothic fiction; Horror tales; Monsters -- Fiction; Science fiction; Scientists -- Fiction",gutenberg,https://www.gutenberg.org/ebooks/84.epub3.images,https://www.gutenberg.org/ebooks/84.epub3.images
literature_core,2701,"Moby Dick; Or, The Whale","Melville, Herman",en,116573,"Adventure stories; Ahab, Captain (Fictitious character) -- Fiction; Mentally ill -- Fiction; Psychological fiction; Sea stories; Ship captains -- Fiction; Whales -- Fiction; Whaling -- Fiction; Whaling ships -- Fiction",gutenberg,https://www.gutenberg.org/ebooks/2701.epub3.images,https://www.gutenberg.org/ebooks/2701.epub3.images
literature_core,768,Wuthering Heights,"Brontë, Emily",en,114475,Domestic fiction; Foundlings -- Fiction; Heathcliff (Fictitious character : Brontë) -- Fiction; Love stories; Psychological fiction; Rejection (Psychology) -- Fiction; Revenge -- Fiction; Rural families -- Fiction; Triangles (Interpersonal relations) -- Fiction; Yorkshire (England) -- Fiction,standardebooks,https://standardebooks.org/ebooks/emily-bronte/wuthering-heights/downloads/emily-bronte_wuthering-heights.epub?source=feed,https://www.gutenberg.org/ebooks/768.epub3.images
